class,feature_2,feature_3,feature_4,feature_5,feature_7,feature_9,feature_11,feature_12,feature_13,feature_14,feature_16,feature_17,feature_18,feature_19,feature_20,feature_22,"feature_8,feature_15","feature_21,feature_10","feature_1,feature_6"
e,M,a*,T,,P,c,@Q,*d,e  &,m,T,j,d,T,, u ,"o,j*","t,c","*d,e"
e,m@,A,T,l,*J,c@,,b#,e#,m, t ,,,t&,,,"#o,j","t,c","d,e"
p,D,d,,l,F,?,E,a,e*,&w,t,,@e,t,j,u,"o,j#","#u,c","t,e"
p,h,a,v,l&,h*,,e  ,& b ,e*,#u,t,@i,e,a,h,u*,"c,i*","u,w","b,e"
p,d,d,&v,L*,f,?,i,A  &,e,k,T,j*, e &,t,h,u#,"o,j","t,c#","@t,e"
p,c#,d#,*v,l&, F ,?,#I,a,e  &,#u,t,@j,,u#,H,U@,"*o,j  ",,"t,e"
e,,A*,v,l,j,#v,a*,#i,e*,y,t,j,#w,*t,h@,u@,"c,j","t,u*","i,o#"
p,m,,v*,l,@ h ,a,@e,u,e,&u,&t,@i,e,*a,*h,u,,"D,W","B,E"
e,d*,,*t,L,p,C,@e,u,#e,M,t,j,@d,t,@e,@u,"o,j","t,c","i,e"
p, d ,D,,l,f#,c,q,D,e&,m,T*,J&,U,t#,,u,"&c,j","t,u#","#i,o"
p,m,a,v&,l,h#,a@,q,u,e,m,t,#i,#e,d#,h&,u,"c,i","a,w*","*b,e"
e,m,a,#t,o,d,?#,i*,m*,,m#,t,,d,#t  ,e,*u,"c,i*","t,u@","t,e"
e,t,A#,*t,L*,#p,,&e,i,e,m,#T,e,,T*,j,u,"#o,j","t,c#","*i,e"
p,a&,a,v,O,F,a,a,m,e#,m, t ,j,,t,J,u,"c,j","t,u&","z,o"
e,M,A,V,*o,,A,q,t&,e#,U,t,*J,d  ,t#,#j,&u,"c,j","t,u","@t,o"
e,*m,#a,v,l*,f  *,a,E#,d#,E*,k#,@T,j,@D,u,E,u,"o,j","u,u","d,o#"
p,d&,d&,&v,L,j*,c,q,d,e,&n,t,j*,u#,t,j,u#,"c,j#","@t,u","d,o@"
e,&t,a*,v@,,@d,,Q,&t,e,y,t,j,p,t,j*,#U,"*c,j","&t,u","d,o*"
p,m,,V, l ,&f  ,a@,Q*,@ u ,e,&k,& t ,i@,#e,&a  ,e,u@,"c,i  ",,"b,e"
p,# D ,&D,v&,l,*j,,e,D,e,n,t  &,j,u#,,j,u*,"c,j","t,u","i,o#"
e,h@,@a,V#,l,J*,z,#e,U,@e,u,#T,h,,t,@h,u,"*c,j",,"d,o@"
p,h#,@a,v,,@h,a#,q,m,e,m#,#t,i*, E ,&u,e,u#,"c,i","#u,w","*b,e"
p,d*,d,v,&l,@f,?@,q#,a,*e,u,t,j,e,u  ,@h,U,"&o,j","u,c#","t,e"
e,M,#a,t,,j,?@,a,u,E#,*m,*t,I@,&d,*t  ,,u,"& C,J ","@t,u","t,e"
e,D&,a,,&l,F,A,,t#,e#,#k,t,J,d&,U,E,,"*o,j","m,u","D,O"
p,d*,d,V,&l,J,*c,q@,d*,&e,n*,t,#j,U&,t@,,u#,"# c,j ","@t,u","#d,o"
p,,,,l,@f,#?,e#,A,@e,w  ,t,*J  ,#J,t,,u,"O,I","u,c","t,e#"
p,t,a,@v,o,*f,#a,#a,M,e&,&m,*t,J,,@t,H@,@u,"@c,j","t,u",
p,d&,D,V&,@l,#f,?#,e,@A,@e,u,*t,&j,j,u,h,u#,"#O,I",,"t,e"
e,m@,d,#v,l*,h,c,*j,d,#e,n,t,j,*d,@T,E,#u,"C,J","T,U","i,e@"
e,t,A#,#t,O,d,?,q,m,E@,m,t,@i,#d,,&e,u,"c,i*","t,u","t,e"
e,d,A#,v@,&L,H&,,Q,u,*e,&k,t,#j,d@,u#,,*u,,,"i,o#"
e,,A&,t,l,#p,c,q,d@,e*,m#,t,j,d,&t,j,u,"o,e","t,c#","i,e"
e,,,v,L#,f@, a ,q,u,E,k,#t,,d&,m,h*,,,,"d,o"
p,m,a,V,l@,,a,q@,M*,&e,m,t*,,e,*u,e,u,"C,I&","d,w","b,e"
e,h@,*a,v,l,j,v@,Q#,t,e,m,t*,j,p,t,h,u,"c,j","&t,u","I,O"
e,t,a,t,,p,c@,Q,d,e,m,#T,j*,*d,*t,e,u,,"t,c","i,e@"
p,d,,v  ,l,f,@?,#i,a&,e,k  ,T,j,&h,T,h,u#,"O,J&","*u,c",
e,d,,v,&L,@H,a#,E,n,@e,k,t,J,@d,,,U,"*o,j","u,u","d,o"
p,m,,v&,l,j,a*,,u#,e,@m,T&,j#,e*,@T,&J,u,"o,e","t,u","#B,O"
p,@c,d*,&v,@l,f,?,i,a,e,#k,*t,i,,t@, h ,u#,"O,J",,"t,e@"
p,&t,a,V,l,j,#a,@q,b,*e,n&,*t, e ,e@,t,* j ,u,"o,j&","t,u",
p,d,,v  ,l,f,?,q,a  ,e,*u,T,I,j*,*u,@j,,"o,j","t,c","t,e"
e,m,a*,v,l,f@,a@,,&d,,k#,t&,j&,D@,m,,u,,"T,U#","@d,o"
e,*c, a ,,@l,*h,#A,E*,N,e  ,*k,&t,j,@d,@u,H,u#,"o,j*","&t,u"," d,o "
e,&t,a,*v,l,&J,,a,@i,e,*Y,T@,j#,@p,t#,h,U@,"C,J","t,u","D,O#"
e,d#,&a,*v,L*,f,#?,q,H,@p,w,l,j@,* D ,@l,@j,u,"c,j","l,u&","a,e"
p,m,a,,l,j,a,q@,*b,@e,,,j, e #,*t,j#, U *,"o,e","t,u","B,O@"
e,,a&,v,l,*d,v,q&,I#,E,m,t,j#,@w,t,&j,u,"#c,j","t,u","d,o"
e,h,A,v,,@j,Z,e*,u,*e,m,,h,#p,t,,u,,"*t,u","&I,O"
p,M,a*,v  ,#l,f,a,e,B@,e,u,t,i&,e  ,a  @,*h,#u,"c,i*","@a,w","b,e#"
p,c,d,#v,l,f*,?  *,@e,a,e,u,T,,h,u&,j,,"o,j@","t,c","t,e"
e,D,a@,@v,l#,,a,#e,*u,e,k,#t,*j,D,m,&h,u,"o,j","U,U","i,o"
p,,d,v,l&,f,,e*,,*e,w,t,,,@t,j,&u,"o,j*","t,c","*t,e"
p,d,,@v,l,f,c,q,*i,e,m#,t,,u,t,h,@U,"c,j","& t,u ","i,o"
e,c,a,v,l#,@h,#a,e,,,k&,*t,j#,D,&M,*e,u,"o,j","m,u","d,o"
e,m,A,T,l,*p,c,q,B#,e&,&m,T,j, d ,t,E*,&u,"O,E#","t,c#","@i,e"
p,h&,,#v,&L,h,A*,q,m,e,&m  ,T*,i,,a,e,*u,"c,i&","*d,w","@b,e  "
p,,*d,V#,#l,@f,?*,,a*,e,k,*t,J,#e,t,j#,u,"o,i","*t,c","t,e*"
e,d,*a,v,&l,,a,E,,,k,t,j@,d*,t,e,U@,"#o,j",,
p,c,d,v,,@F,?,e&,,E,*w,t,I,e,t*,&j,#U,"o,i",,"t,e"
p,m#,a@,v,l,h,a@,e,u#,e,m,t*,i,e,d&,h,@U,"c,i@","*D,W",
e,h&,a*,v,&l,d,#v,&q,m*,e,&m  ,t,j,p@,&t,j,u#,"c,j&","t,u*","*d,o"
p,c,#D,v#,l,f,?,q,a@,e*,@K,T,I,J,,@ h ,u,"o,i&","t,c&","t,e"
p,*d,d,v&,,f,?,q#,a,*e,w&,t,,,,J,u*,"o,i*",,"&t,e"
e,&m,,v,l,,a,*q,t,#e,k&,t,@j,d,*m,@e,u,"o,j@","T,U*","d,o&"
e,m,a*,v,&l,&f  ,a,e,t*,@e,k&,T, j ,d,#U,h,u,"o,j*","t,u","d,o"
e,d,a,t*,l&,#p,c  ,&e,,*e,m,t#,@e,d&,@ t ,J,u,"o,j","T,C","d,e&"
p,c,d,v,l,@f,?@,@q,a*,e#,w,t@,&i,e,,,u,"O,I@","t,c","t,e"
p, m ,a,*v,l@,F,,q,m,@e, U ,@t,i,,a*,&e,U,"c,i","u,w","*b,e"
e,a,A#,&V,o,v,?,i@,#c,e*,t&,T@,j,d,c#,j,u*,"c,j","t,c*","*t,o"
e,m,a,#v,l,f,a&,q*,u,e,,&t,@j,d  #,@u,e#,u,"o,j","m,u@","d,o"
e,*d,#a,v,L,*F,A@,q#,*d,E, k #,t,,*d,t,h  ,u,"o,j","#m,u","d,o"
p,,D,,l@,#f,?@,,a@,*e,&w,T&,*j,@j,u,h*,u,"o,j&","@u,c","&t,e  "
e,d  ,a,v,#l,,?  ,@i,@ h ,p,w*,,j,d*,@l,, u ,"c,j","l,u#","d,e"
p,d#,d,V@,l,@f,?,E*,A*,E&,w#,t,,h,u,j,@u,"o,i",,"@t,e"
p,*h,a,v@,L*,f,a@,e,u,e&,*m,t,i,e,,E*,u,,"u,w","b,e"
p,,,*v,l  @,f,?,e,A@,e,u,t,i,e,@u,j,u@,"o,i@","t,c@","t,e"
e,m*,@a,#v,@l,h@,a, e ,,e,k#,,&j,d,t*,@h,#u,"o,j@","t,u","&d,o"
p,d,a,v&,d,,,i,t*, P ,k,t&,,Y,v,h,U,"C,I","v,d","t,e"
e,t@,A#,v*,l,d  ,v*,a,t,,M#,t@,j&,w,t,& h ,u,"c,j  ","t,u&","i,o"
p,@h,,* v ,,,&a,@q,M,e*,u,t,,*e,@a,e&,,"*c,i","&u,w",
p,h,*a,v,&l,f,a,*q,m&,e&,k&,t&,@i,e&,a,&h,u@,"c,i","d,w&",
e,&c,a,v,*l,,a,q,u,*e,K,@T,j,#d,m,e#,u,"o,j","m,u","i,o"
p,D#,,v@,L,#f,*?,e,#a,e,w,t,i,j,t,h,u,"o,j&","t,c#","t,e"
p,d,d,v,l&,f,@?,q*,a&,e,*k,&t,i,j,t,h,#u,"o,j@",,"t,e"
e,t#,*a,,l@,j*,*v,a,m,@e,y,t,j,&w,t,h,,"c,j*",,"d,o"
e,,a,&t,*l,#j,*C,E,d*,e,m,&t,j,d#,& t ,@J,,"O,J","*t,c",
e,c,a#,v,L,f&,A#,e,@d,e@,K,t,,d,m,,u@,"o,j#","u,u@","i,o"
p,m,a*,v@,L,h,&a,q@,m,E,k&,t,*i,#e,@a,h,u@,"#c,i","*d,w",
e,&d,a,*v,l,,&a,q,*u,e  #,K,T,j,d,m  ,h*,u,"O,J@","u,u#","i,o#"
p,#C,d,v,l,f*,@?,q,,e,u,t&,J,h*,t&,h@,u,"o,j  ","t,c*","t,e"
p,H,a,v,#l,f,a&,*e,m,E,M,t@,#i,e@,@u,@h,u,"c,i","*d,w","@b,e"
e,#c,a,v,,f,a*,e,d&,E&,#k,t@,j,d,@u,e,&u,"o,j#","m,u","i,o"
p,c&,#D,#v,#l,*f,?,&i,a,,k,t,j&,e,T,j,*u,"o,j*","u,c&","#T,E"
p,U,d*,*v,l,f,a&,q,m,E,&K,*T,j#,,,,#u,"#c,j","&t,u","d,e*"
e,m&,a,t&,l@,j,,e@,@d,*E,M*,t&,J,d,t,j,u,"o,j*","t,c&","d,e"
p,c,#d,v#,L&,f&,?,e,,,k#,,i,e@,&t,H,@u,"o,i#","*u,c"," t,e "
p,d,D,v#,,F&,?,@e,A,e  ,k#,t,j,@J,t*,J,u,"o,j","&T,C","T,E@"
e,,a&,v,,h,#A,Q,n,e,&k,t,J,d,u,H,,"*o,j",,"d,o#"
e,t#,*a,v,l,j,v,*a,T,*e,*Y,T&,j#,p,#t,*j,u&," c,j ","t,u*","d,o#"
p,@m,,v, l ,f,a,*e,u,&e,k&,#t,I,&e,,,* U ,"c,i","U,W#","b,e"
p,c*,d,,l,,?,*e,a,e#,@U,t&,*j,#j,t@,H#,u&,"o,i@","u,c","@t,e"
e,t,a@,v#,l*,d,v,a,m,&e,Y,#T,j,w@,t, j ,u@,"c,j&","#t,u","i,o*"
e,c,a@,v,l,h,a  ,q,d,#e,&k,,j,d&,u*,e#,#u,"&o,j","t,u","i,o"
p,,&d,&v,& l ,f#,*?,q,a,e,U,t,i,E,&t,J#,@u,"#o,i","&u,c","t,e@"
p,,d,v,,f,?,,@A,e@,k,t,J,e,u,#j  ,u&,"o,j","t,c","&t,e"
e,m,d,*v,l,*H,c,q,i,,,t#,&j,@D,t, E @,U,"c,j","t,u","i,e#"
p,,d,v#,L,*f,?,e#,a,*e,,&t,i,e,u,@h,u," o,i ","u,c#","t,e"
p,#m,A,v,l@,#h,A#,q,u,e,K,,i#,&e,*u,@h,&u,"C,I","d,w","b,e"
e,a,a@,v,o,&v,?,e*,c,&e,@t,*t,j,d,c,j,u  ,"c,j","t,c","t,o@"
e,& t ,a,T  ,l,&P,,q,,e*,m,t,@e,d,t*,j,u,"o,j","#t,c","&D,E"
p,c,d@,v*,l,f&,*?,Q,a,e&,w,*t,i, e ,*t,j@,,"o,i","u,c","&t,e"
e,d,a,#v,l@,h#,A@,q,d@,e,k,t,j,D,m,e,u,"o,j*","U,U#","d,o"
p,c#,d,v,l#,f,?,i  ,@a,&e,*k,&t,j,J&,* t ,j,u,"o,i","U,C","t,e"
p,h,A,&v,l,h,&a,q,,e,u*,t,I,, d #,&h,u,"#C,I","a,w*","b,e@"
e,&M,a,, l #,f@,a&,#e,u,e,&k,t@,&j,d,u,*h,u,"o,j","T,U","D,O"
e,t,a*,t,o,J*,,a,u*,,@m,T,J,D&,,j,U,,"&T,U","t,e"
p,c,d,v,,f,?*,,&a,e,,t#,i,h&,u,j*,,"o,i","t,c  @","t,e"
p,d,d#,v,l@,f#,* ? ,,@a,e,k,t,j#, h ,t,j@,@U,"&o,j","*U,C","t,e"
e,#d,a,#v,l#,h,a,#e,u,e,*k,T,j,d,u,e,u,"O,J","m,u","*d,o"
e,#t,a&,t,,,c, e ,#B,e,M*,t,E,@d,t@,e,U,"O,J#","t,c","i,e"
e,h,@A,v,L,,v,q*,&d,e,m,T,@j,w  ,*t,h#,#u,"c,j","t,u#",
e,d,a,v&,L,,,&e,@t,e,k,t,j&,D*,&t,h,#u,"o,j","m,u","i,o"
e,@t,a,V,L&,#j,V#,a,d,e,&m, T #,j#,w,t,j@,u,"c,j","t,u#","D,O"
e,c&,A@,v,*l,*f,a&,e,u#,e&,k,T,j,d,#t,E,U,"#o,j","U,U","*i,o"
e,*h,a@,@v,*l,@J,v,*a,* i ,e,Y*,t,#J,*w,,j  ,,,"t,u#","D,O"
e,c,a*,v,l,&f,,*e,*U,E,k&,t,j&,d,M&,,#u,"o,j","u,u&","i,o"
e,c#,a,#v,*L,@f,a&,#q,n,@e,,t,j,d&,&U,,U,"*o,j","m,u*"," d,o "
e,d,@a,t,l*,p*,c,,#u,e,@m,*T,j,d,*t,@j,u@,"o,j&",,"d,e"
p, M ,A,v,l&,h,#A,e,m,@E,,t,I,,*d,e,u*,"c,i&",,"b,e  "
e,,,v&,,f*,a,@e,n&,e,,t,j#,,m,e,*u,"&o,j","M,U*","d,o"
p,#m,*a,v,#l,f,a,q,u,*e,#m,t&,i@, E ,U#,h,u#,"c,i","a,w","@B,E"
e,t,,t,,d,*?,,*t,e,m,T#,I@,#d,,j,u,"C,J","t,u","*t,e"
e,v&,d@,t,#l,, a #,e,t,e,w,,E#,,@T,e,U,"c,j#","d,c","t,e"
p,D,,v,l&,f,?,e,a,&e,u,T,j,J,,&j,u,"o,j","t,c#","t,e"
e,t,a,&t,L#,@j,C,q,,*e,m,t,j,D,,*e,u,,"t,c&"," i,e "
e,,&a,t,*L,p@,*c,E&,#b,E*,,t,&e,d,T&,*j,u&,"*o,e","t,c@","d,e"
e,,A,v,l,,a,#q,n#,e,#k,@t,j&,@d,m@,e,,"o,j","#U,U","d,o"
p,,@a,@v,&o,f,a#,@e,m&,&e,m@,&t,J,*d,*t,h  ,u@,"c,j","t,u","z,o"
e,,a#,v,*l,h,A*,q#,@t,e,k&,t@,j@,D,u,e,@U,"*o,j","#m,u","i,o"
e,#h,#d,#t,l,f,a#,#q,*u,,*k,t,j, w ,t#, e ,u#,"o,j@","#t,u","@d,o"
e,c,a,v,,@f,,Q@,n#,e@,k@,*t,j,,t,h,*u,"o,j","m,u"," i,o @"
e,d&,a,t*,l#,&p,&c,&q,@d,e,,t,e,@d,t&,J  ,u#,"o,j#","t,c","i,e"
p,c  ,d,,l*,F,?,@q,a,e,*k,&t,i*,h,u#,,u&,"o,j","t,c","#t,e"
e,@d,&a,v,l&,j,@z,q*,&U,e,u,,h#,w&,t*,h@,u,"C,J","t,u&","d,o"
e,v, a ,V,o,,a,q,t*,e,,,j,d*,*t,,u,"c,j*",,
e,*d,a,*t,&l,J,C&,e,d,e,m,T,&j,@d,t  ,J,u,"o,e","&t,c","D,E"
e,m,a,&t,@l,J,@c,e,D#,e,m,@T,e#,d,t#, e @,u,"o,e","t,c  ",
e,,@A,t@,,*j,,@q,b*,e,*M,t,e,@d,t,e,#u,"O,E","t,c",
e,m,a,#t,O,d,,,t&,E@,m#,T,I,d,t,j,u@,"C,I","&t,u",
p,m,a  ,V,*l,f,,q,m,e*,K  ,,&I,e&,u,@e,u*,"@c,i","*a,w","b,e"
e,T,a#,,o*,d,?,,m*,,M,,*j,d,t*, e ,u,"@C,I","T,U#","*t,e"
e,c,@a,v,l  ,H,A,,N  ,e,,,J#,d,,&e,,"o,j@","U,U","&d,o"
p,c,d@,#v,l@,f&,?,i,,#e,u,#t,J,j&,u&,J,,"o,j","*u,c","*t,e"
e,t,@a,v  &,,d#,v,q,D&,e,@y,T@,j@,@p,t*,j,u,"C,J@","T,U","i,o#"
p,m,#a,v,l,&f,A,Q,b,e@,,& t ,*i,&e,&U,h,U," C,I *","&u,w","b,e"
e,m@,*A  ,v,l,,a@,,N,e*,k,&t,,d,&t,e,&u,"#O,J",,"d,o"
p,D,*d, v ,l,*f,?,,#a,e,k,t,i,@h,t,h,,"o,j","t,c&","@ t,e "
e, t *,a,#t,o#,d@,?,q*,m&,e*,m,#t,i,*d,t,e  #,,"C,J","t,u@","*T,E"
e,t#,a,T,O,d,?*,#a,U,e,m  ,t@,i,d#,&t,&j,u,,,
e,#d,a#,&v,,h*,*a,@e,t@,@e,k, t ,j@,d,T,h,,"@O,J","u,u","D,O"
e,t,@a,v@,l,&d,,#q,t&,@e,y,t@,j,p,t*, h *,u,"c,j#","t,u&",
p,@C,d,v&,L,*f,?,@q,,e*,&K,T,i&,j#,u,h#,u,"o,i","t,c","t,e"
p,,d,v,,j,c#,e,t,&E,n,#t,j@,u,t,j,,"c,j","t,u","i,o"
e,m,a@,*v,l@,f,A,*q,u&,e,k#,,#j, d ,*m,E*,u,,"u,u","i,o*"
p,@h,a,v,l@,&f,*A,q&,#m,e@,u,t#,i,@e,u,e&,&u,"c,i","d,w#","b,e"
p,t,d,v#,*l,f@,,q,t#,,m,t,j,u,t  ,h@,u,"c,j","T,U&","d,o*"
e,m,a*,#t,O,@d,, q ,t,*e,m&,t,j,& d ,T*,*e,u@,"c,i",,
e,t, A &,#t,L,@P,c,e,b&,e,m#,,e#,d,t,j@,u,"*o,j","t,c@","d,e"
e,t@,a@,*v,l,j,v,q*,d,#e,M#,t&,#j,&p,#t,j*,u,"C,J@","t,u","i,o#"
p,#a,A#,v&,l&,#j, a #,q*,T, e ,n,,j  ,,t,j,u&,"o,e","T,U#","b,o@"
e,&d,,v@,l,@h,,e@,&t,e,k,t,j,D*,*u,E,,"*o,j","m,u","i,o"
e,C,a  #,v,l,f,a,@E,,,k,t,j,d,m,H,u,"o,j@","m,u","#d,o"
p,, d ,*v,l,f,,i  ,a@,@e,k,T#,,@j,,h,u,"@o,i","u,c","t,e"
e,c,#a,&v,l&,,a*,,&u,e,K*,,*j,d,u#,e,u*,"o,j#",,"i,o"
p, a ,&a,v,l,*j,@a,#q,t,e&,m*,t@, e #,#e,t@,j,u,"o,j@","t,u","b,o"
e,d,#d,v@,,H&,&c,,m,,,T,j*,d@,t@,e,u@,"c,j","t,u@","*d,e  "
p,m,,V@,,h,a,e,m#,e@,m@,#t,,e#,d,e,U&,"c,i","*a,w","b,e#"
e,,,v#,#L,f,c&,j,#u,#E,n,T,j, d &,&t,E,u&,"C,J  ","*t,u","d,e"
e,@D,a  #,&v,L,f@,*a,E#,,@e,K,t*,j,&D,m,H,u&,"o,j","t,u","&d,o"
p,C*,d,#v,l*,f,&?,e,a,e,W,t,@j,*H,t  ,#h,,"o,j","U,C*","t,e"
p,m,A,v,l,h,a&,@q,b,e@,m,t@,i,e*,d#,,u,"c,i@","a,w","b,e@"
e,m*,a@,t*,o,*j,?,i*,t,e,M,#t,j,#d,,@e,U,"c,j",,
p,c&,D,v*,*L,f,?@,*q,&a,E,*u,t*,#I,h,t,j,u,"o,j","@t,c","t,e*"
e,d,a@,,L,f,?#,*e,l,p,w,@d,#j,*d,&l,j,,"@c,j","l,u","H,E*"
e,d&,a,V,,h,a,#q,u,e&,k,@t,j  ,#d,t,h,u,"O,J","m,u","d,o*"
e, H ,*a,V,*l,h@,z,q,d,*e,u*,t,h,,*t,&h,u,"C,J","t,u*","d,o&"
p,d,,,l,F,?,i*,a#,e,w,t,j*,e,*t,j,u,"@o,i","t,c","*t,e"
e,d#,a&,v  ,o#,v&,?,Q,t,#e,t,t,j,* d ,t*,#h,u,"c,j","#c,c","&t,o"
p,*d,d,v,l,f,#c,@e,t,,n,t,J,u,t,j,u#,"c,j","t,u","*i,o"
e,d,&a,@t,l,J&,c,,&i,&e,@m,t,j,D,#t,*j,u,"O,J@","@t,c","d,e"
p,,d,#v,l,f, ? ,i@, a ,#e,,@t,i,e,T&,H,,"o,i","@u,c","t,e&"
p,t*,@a  ,&V,&l,,#a,q#,b,e,m,t,j,e&,*t,#j,u,,,"B,O@"
e,M,#a,v,l,F,a,q,@d,e,K@,t,j,d,m@,e&,#U,"o,j","&t,u","i,o"
e,c*,a,*v,o,v*,*?,,c*,e@,T,#t,,d@,c#,j,u,"c,j","#c,c","t,o"
e,,A#,v,l,@h,a*,e,d#,E&,,T,&j,d&,,h&,#U,"O,J*",,"i,o@"
p,c,,#v,,f,&?,*i,a,e,u,t*,@i,j,*u,j@,u@,"o,j","U,C","T,E"
e,h*,d@,t,*l, f ,*a  ,#e,,e,k,t*,*j,,t,,u,"#O,J","t,u","D,O"
e,D,#A,v#,L,f,?,*e,&h,p,w@,l,j,*d,l,,u,"c,j","l,u","a,e*"
e,@t,&a,@T,*l,p,c,#q,@d,e*,m*,t,e,d&,t#,j,U,"o,e&","t,c","i,e"
p,@c,d,@v,@L,*f,?*,i,*A,,k#,*t,j,h,u,h,u,"o,i","u,c","t,e"
e,t,a#,t,l,p*,C*,q,d,e&,m#,,*j,@d,,&j,U,"O,J","t,c","d,e#"
p,d,@d,v,l,f,?,@q,a,&e,,t,i*,h,u#,h,u,,"u,c&","t,e"
p,@t,,V,l&,# f ,c,q&,d,*e,,T,&j,u,t,&j,&u,"c,j","t,u*","i,o"
p,t,@a,&v,l,j,a,E*,t,,*n,t,j,e&,@ t ,j  *,u,"o,e","&t,u","b,o"
e,m@,a,t  ,l&,p,C#,e&,&i,e,m,T&,E&,#d,t,e,u&,"O,E","T,C","i,e"
p,d,d,,,f&,?,,A#,e,,t,@i,E,t,J,&u,"&O,I","u,c",
p,@c,d  &,v,,f,,e,a,E,w@,t*,,,u,#h,#u,"o,i","u,c#","*t,e"
e,m,a,@t,&l,j,c,e&,&i,,&m,t,e,&d,t&,*e,U#,"o,e*","t,c",
e,t*,a,t,,j,C,,#u,*E,@m,T,j&,d,t,j,u,"o,j@","@t,c","i,e"
e,c#,a&,#v,*l,h,a@,*q,,e,,t,j,D&,,h*,U*,"o,j@",,"*d,o"
e,d*,,,l,F,a,e,,e,K,t*,j&,&d,u,h,u,,"t,u","i,o"
p,u,d,#V,@l,j,,*q,&n,e,k,t@,,V,t,j,,"C,J*","#t,u","@D,E"
e,d#,a,v,#L,j,,q,u,e,m&,t,#h,@p,*t,h#,," c,j *",,
p,m@,&a,v,l@,*j,a,,t,@e,m@,t,J,e,t@,*j,u,"@o,e","t,u","B,O&"
p,h,@a,*v,&l,&F,a,e,*B,e*,U,t,@i,#e,d,h#,u,"c,i  *",,"&b,e"
e,t  #,a&, T *,#o,d  ,?&,i,,e@,m#,t,j,, t ,e,#u  ,"c,i","T,U",
p,c*,d  &,*V,,f&,?,i,a@,e,*K,t,i,e,t, j ,U*,"o,i#","u,c*","@t,e"
p,c,#d,v,,f,@?,,a,@e,u,t&,#i,J&,t,&h,&u,"o,i","&T,C","t,e"
p,d,D,v,l,&j,c#,q#,i,e,n,t,j,u,,h&,U,"c,j#",,"D,O"
p,d,# d ,V,L,,#c,q,&i,e@,n@,*t,j&,@u,T@, j *,u,"c,j","t,u","d,o"
p,&a,a*,v,&l,j#,#a,e*,@T,e,N,,&e, e &,t,@j,u,"o,e&","*t,u","b,o"
p,,A&,v@,#L,@H,#a,q,b*,e,m,t,*i,e,d,&H,u,,"U,W*","b,e@"
e,m,*a,v*,l,@f,a#,q,n,e,#k,t,,,u#,*h, u ,"o,j","t,u*","d,o*"
p,&m,@A,#v,&l,&f  ,# a ,q@,#U,e  ,,T,i@,e,&a,E,&u,"@c,i","u,w","b,e"
p,m,a,v,L,*f,a@,e,m,*E,u,T,I,e#,a,e,*U,"c,i@","*a,w","b,e"
e,#t,*a, t ,@o,J*,?,,m,e,m,t*,I,d,t,j,u,"c,j*","t,u","*t,e"
p,t,a,#v,l@,f,a,q*,u,e,N,*t,E,*e,T,j,@u,"o,j",,"b,o&"
e,,@a,v  &,l@,h,a,@Q,n,e,,t@,J,d,m,h&,u@,"*o,j","m,u@","&i,o  "
p,m&,a,&v,L,h,a,q@,m*,e,U,t&,i,#e,u, H ,u,"c,i&","d,w","b,e&"
p,h,A,v,l*,f,a  ,,m,,K#,*t,#I,e,u*, h ,u@,"C,I","A,W#","B,E"
e,T@,a,v,l,d,v,q*,m#,*e,*Y,t#,j,w,t, j #,U,"c,j",,"i,o@"
p,&D  ,d,#v,#l,f@,,,#a,&E,k@,t,i, E ,u,J,#u,"o,i&","u,c",
p,#C,D,v*,&l,,*?,#e,A,e,k#,t,i,e  , t ,h,u&,"#o,j","t,c","t,e"
p,H&,#A,*v,l@,,#A,@e  ,,e&,,t,I,e@,a,e,u*,"c,i"," a,w ","b,e  "
e,&m,a,,l,j,#c,q,#B,e,m,t@,j&,@d,t,e@,u,"o,j","*t,c","d,e"
p,d,d,v,l&,f,@?,&q,,E,#w,t&, j ,@j,,j,u,"o,j","u,c#","t,e"
e,d  ,a@,,l,f,,i,h,p#,*w,d,j,d,l#,j,u,"c,j@","l,u&",
e,u*,a#,v,o,v@,?@,#q,t,e&,t*,t,j,*D,c,#h,@u,"C,J","c,c  *","t,o*"
p,m@,a#,v,*l,h,a@,e,u#,#e,m,@t,i#,e,@d,,,"c,i","#u,w","b,e"
e,m,a*,*v,@l,f,a,@q,#u,,k,t*,j,,,e,u,"o,j","m,u&","@d,o"
e,H&,,v,l,&d  ,v&,a,t@,*E,y,t&,,@w,t*,h,u,"c,j*",,"i,o"
e,t,#a,*v,L,d,v&,q,i#,&e,m,t,j,,t,H#,u,"c,j","t,u","d,o&"
p,#m,a,v#,#l,f#,a,q&,m,@e,*K,@t,@I,e,d,H#,u@,"c,i#",,"b,e&"
e,a,@a,*V,o,v,?,,c,e@,t,T,*j,D  ,c,&j,u*,"#c,j","c,c","t,o#"
e,c,a,v&,l&,&h,a,q#,n&,,k,t*,,D@,& u ,h,u*,"o,j","t,u","&i,o"
p,#c,d,v#,L,f,?,q,a@,e,k,t,*J,,U*,H,,"o,i","t,c","&t,e"
p,,#d,v,l,f,?  ,E@,*a,e  ,k,t,i@,j,@u,H,u,"o,i","u,c&","T,E"
p,&c,d*,v#,l#,,@?,e,a*,#E,w,T,@i,e,t,j,#u,"&o,j","u,c#","T,E"
p,*h,a@,v,l,F,a,E,u,e,*U,@t, i @,E@,a,e,u,"c,i","U,W","b,e&"
